Sl#,key,Institute,Branch,Course,Sub Category,State Quota,State,GE_CR,SC_CR,ST_CR,OBC_CR,Year
174,"Indian Institute of Information Technology, AllahabadIALITR5MFALSEOTHERSTATE","Indian Institute of Information Technology, Allahabad",B.Tech Information Technology & M.Tech Information Technology with Specialisation in Robotics,IALITR5M,FALSE,OTHERSTATE,JR,13729,120708,168857,28416,2014
175,"Indian Institute of Information Technology, AllahabadIALITS5MFALSEOTHERSTATE","Indian Institute of Information Technology, Allahabad",B.Tech Information Technology & M.Tech Information Technology with Specialisation in Software Engineering,IALITS5M,FALSE,OTHERSTATE,JR,12663,150692,168386,32907,2014
176,"Indian Institute of Information Technology, AllahabadIALECE4BFALSEOTHERSTATE","Indian Institute of Information Technology, Allahabad",Electronics & Communication Engineering,IALECE4B,FALSE,OTHERSTATE,JR,12319,102647,147505,22823,2014
177,"Indian Institute of Information Technology, AllahabadIALECE4BTRUEOTHERSTATE","Indian Institute of Information Technology, Allahabad",Electronics & Communication Engineering,IALECE4B,TRUE,OTHERSTATE,JR,257260,,,300085,2014
178,"Indian Institute of Information Technology, AllahabadIALITY4BFALSEOTHERSTATE","Indian Institute of Information Technology, Allahabad",Information Technology,IALITY4B,FALSE,OTHERSTATE,JR,12211,127627,282712,29374,2014
179,"Indian Institute of Information Technology, AllahabadIALITY4BTRUEOTHERSTATE","Indian Institute of Information Technology, Allahabad",Information Technology,IALITY4B,TRUE,OTHERSTATE,JR,365243,,,422221,2014
180,"Indian Institute of Information Technology, GuwahatiIGHCSE4BFALSEOTHERSTATE","Indian Institute of Information Technology, Guwahati",Computer Science & Engineering,IGHCSE4B,FALSE,OTHERSTATE,JR,28482,195458,270915,46054,2014
181,"Indian Institute of Information Technology, GuwahatiIGHECE4BFALSEOTHERSTATE","Indian Institute of Information Technology, Guwahati",Electronics & Communication Engineering,IGHECE4B,FALSE,OTHERSTATE,JR,32880,189745,250944,52413,2014
182,"Atal Bihari Vajpayee Indian Institute of Information Technology & Management, GwaliorIGWITY4BFALSEOTHERSTATE","Atal Bihari Vajpayee Indian Institute of Information Technology & Management, Gwalior",Information Technology,IGWITY4B,FALSE,OTHERSTATE,RJ,26826,164758,326248,50155,2014
183,"Atal Bihari Vajpayee Indian Institute of Information Technology & Management, GwaliorIGWITY4BTRUEOTHERSTATE","Atal Bihari Vajpayee Indian Institute of Information Technology & Management, Gwalior",Information Technology,IGWITY4B,TRUE,OTHERSTATE,JR,230455,,,,2014
184,"Indian Institute of Information Technology, ChittoorIICCSE4BFALSEOTHERSTATE","Indian Institute of Information Technology, Chittoor",Computer Science & Engineering,IICCSE4B,FALSE,OTHERSTATE,RJ,39063,202600,261801,61806,2014
185,"Indian Institute of Information Technology, ChittoorIICCSE4BTRUEOTHERSTATE","Indian Institute of Information Technology, Chittoor",Computer Science & Engineering,IICCSE4B,TRUE,OTHERSTATE,RJ,379465,,,,2014
186,"Indian Institute of Information Technology, ChittoorIICECE4BFALSEOTHERSTATE","Indian Institute of Information Technology, Chittoor",Electronics & Communication Engineering,IICECE4B,FALSE,OTHERSTATE,State,41782,147205,245844,61803,2014
187,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, JabalpurIJLCSE4BFALSEOTHERSTATE","Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, Jabalpur",Computer Science & Engineering,IJLCSE4B,FALSE,OTHERSTATE,RJ,27402,186140,308415,59043,2014
188,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, JabalpurIJLCSE4BTRUEOTHERSTATE","Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, Jabalpur",Computer Science & Engineering,IJLCSE4B,TRUE,OTHERSTATE,RJ,620572,180005,237878,60386,2014
189,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, JabalpurIJLECE4BFALSEOTHERSTATE","Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, Jabalpur",Electronics & Communication Engineering,IJLECE4B,FALSE,OTHERSTATE,RJ,36138,190155,338433,63909,2014
190,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, JabalpurIJLECE4BTRUEOTHERSTATE","Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, Jabalpur",Electronics & Communication Engineering,IJLECE4B,TRUE,OTHERSTATE,RJ,781750,535772,,,2014
191,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, JabalpurIJLMEC4BFALSEOTHERSTATE","Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, Jabalpur",Mechanical Engineering,IJLMEC4B,FALSE,OTHERSTATE,RJ,34787,144483,233084,64209,2014
192,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, JabalpurIJLMEC4BTRUEOTHERSTATE","Pandit Dwarka Prasad Mishra Indian Institute of Information Technology Design & Manufacture, Jabalpur",Mechanical Engineering,IJLMEC4B,TRUE,OTHERSTATE,RJ,642149,358196,,,2014
193,"Indian Institute of Information Technology, KotaIKOCOE4BFALSEOTHERSTATE","Indian Institute of Information Technology, Kota",Computer Engineering,IKOCOE4B,FALSE,OTHERSTATE,RJ,21905,124973,93506,36183,2014
194,"Indian Institute of Information Technology, KotaIKOCOE4BTRUEOTHERSTATE","Indian Institute of Information Technology, Kota",Computer Engineering,IKOCOE4B,TRUE,OTHERSTATE,RJ,700328,772293,,,2014
195,"Indian Institute of Information Technology Design & Manufacturing, Kancheepuram, TamilnaduIKPCOE4BFALSEOTHERSTATE","Indian Institute of Information Technology Design & Manufacturing, Kancheepuram, Tamilnadu",Computer Engineering,IKPCOE4B,FALSE,OTHERSTATE,RJ,16838,154618,182135,36400,2014
196,"Indian Institute of Information Technology Design & Manufacturing, Kancheepuram, TamilnaduIKPCOE4BTRUEOTHERSTATE","Indian Institute of Information Technology Design & Manufacturing, Kancheepuram, Tamilnadu",Computer Engineering,IKPCOE4B,TRUE,OTHERSTATE,RJ,261815,,,,2014
197,"Indian Institute of Information Technology Design &Manufacturing, Kancheepuram, TamilnaduIKPEDM4BFALSEOTHERSTATE","Indian Institute of Information Technology Design &Manufacturing, Kancheepuram, Tamilnadu",Electronics Engineering - Design &Manufacturing,IKPEDM4B,FALSE,OTHERSTATE,RJ,20862,118850,229393,40142,2014
198,"Indian Institute of Information Technology Design &Manufacturing, Kancheepuram, TamilnaduIKPEDM4BTRUEOTHERSTATE","Indian Institute of Information Technology Design &Manufacturing, Kancheepuram, Tamilnadu",Electronics Engineering - Design &Manufacturing,IKPEDM4B,TRUE,OTHERSTATE,RJ,629876,111469,200618,30633,2014
199,"Indian Institute of Information Technology Design &Manufacturing, Kancheepuram, TamilnaduIKPMDM4BFALSEOTHERSTATE","Indian Institute of Information Technology Design &Manufacturing, Kancheepuram, Tamilnadu",Mechanical Engineering - Design &Manufacturing,IKPMDM4B,FALSE,OTHERSTATE,State,21704,118598,185343,44041,2014
200,"Indian Institute of Information Technology Design &Manufacturing, Kancheepuram, TamilnaduIKPMDM4BTRUEOTHERSTATE","Indian Institute of Information Technology Design &Manufacturing, Kancheepuram, Tamilnadu",Mechanical Engineering - Design &Manufacturing,IKPMDM4B,TRUE,OTHERSTATE,PB,392484,,,,2014
201,"Institute of Infrastructure, Technology, Research & Management, AhmedabadIRMCIV4BFALSEOTHERSTATE","Institute of Infrastructure, Technology, Research & Management, Ahmedabad",Civil Engineering,IRMCIV4B,FALSE,OTHERSTATE,PB,34720,124925,227490,60831,2014
202,"Institute of Infrastructure, Technology, Research & Management, AhmedabadIRMELE4BFALSEOTHERSTATE","Institute of Infrastructure, Technology, Research & Management, Ahmedabad",Electrical Engineering,IRMELE4B,FALSE,OTHERSTATE,PB,36647,120984,243981,62389,2014
203,"Indian Institute of Information Technology, VadodaraIVDCOS4BFALSEOTHERSTATE","Indian Institute of Information Technology, Vadodara",Computer Science,IVDCOS4B,FALSE,OTHERSTATE,PB,29664,187113,201759,47378,2014
204,"Indian Institute of Information Technology, VadodaraIVDCOS4BTRUEOTHERSTATE","Indian Institute of Information Technology, Vadodara",Computer Science,IVDCOS4B,TRUE,OTHERSTATE,PB,764860,,,,2014
205,"Indian Institute of Information Technology, VadodaraIVDITY4BFALSEOTHERSTATE","Indian Institute of Information Technology, Vadodara",Information Technology,IVDITY4B,FALSE,OTHERSTATE,PB,35753,196877,370194,59880,2014
206,"Lingaya's University, FaridabadLUFCID5MFALSEOTHERSTATE","Lingaya's University, Faridabad",Civil Engineering - 5 Yrs Dual Degree,LUFCID5M,FALSE,OTHERSTATE,PB,127870,463914,,,2014
207,"Lingaya's University, FaridabadLUFCSE4BFALSEOTHERSTATE","Lingaya's University, Faridabad",Computer Science & Engineering,LUFCSE4B,FALSE,OTHERSTATE,PB,350440,664595,571931,,2014
208,"National Institute of Technology, AgartalaNAGCHY5IFALSEHOMESTATE","National Institute of Technology, Agartala",5 year Integrated M.Sc in Chemistry,NAGCHY5I,FALSE,HOMESTATE,PB,330371,,,,2014
209,"National Institute of Technology, AgartalaNAGCHY5IFALSEOTHERSTATE","National Institute of Technology, Agartala",5 year Integrated M.Sc in Chemistry,NAGCHY5I,FALSE,OTHERSTATE,PB,117085,263302,408860,208121,2014
210,"National Institute of Technology, AgartalaNAGMAT5IFALSEHOMESTATE","National Institute of Technology, Agartala",5 year Integrated M.Sc in Mathematics,NAGMAT5I,FALSE,HOMESTATE,PB,353344,766820,199852,93650,2014
211,"National Institute of Technology, AgartalaNAGMAT5IFALSEOTHERSTATE","National Institute of Technology, Agartala",5 year Integrated M.Sc in Mathematics,NAGMAT5I,FALSE,OTHERSTATE,State,111922,240565,276994,172763,2014
212,"National Institute of Technology, AgartalaNAGPHY5IFALSEHOMESTATE","National Institute of Technology, Agartala",5 year Integrated M.Sc in Physics,NAGPHY5I,FALSE,HOMESTATE,PB,317449,,,,2014
213,"National Institute of Technology, AgartalaNAGPHY5IFALSEOTHERSTATE","National Institute of Technology, Agartala",5 year Integrated M.Sc in Physics,NAGPHY5I,FALSE,OTHERSTATE,PB,92756,191672,,168414,2014
214,"National Institute of Technology, AgartalaNAGBIO4BFALSEHOMESTATE","National Institute of Technology, Agartala",Bio Engineering,NAGBIO4B,FALSE,HOMESTATE,State,281265,563300,546102,,2014
215,"National Institute of Technology, AgartalaNAGBIO4BFALSEOTHERSTATE","National Institute of Technology, Agartala",Bio Engineering,NAGBIO4B,FALSE,OTHERSTATE,PB,82884,218109,342421,102053,2014
216,"National Institute of Technology, AgartalaNAGCHE4BFALSEHOMESTATE","National Institute of Technology, Agartala",Chemical Engineering \ Technology,NAGCHE4B,FALSE,HOMESTATE,PB,271445,560568,221742,99156,2014
217,"National Institute of Technology, AgartalaNAGCHE4BFALSEOTHERSTATE","National Institute of Technology, Agartala",Chemical Engineering \ Technology,NAGCHE4B,FALSE,OTHERSTATE,PB,57083,197406,249643,91007,2014
218,"National Institute of Technology, AgartalaNAGCIV4BFALSEHOMESTATE","National Institute of Technology, Agartala",Civil Engineering,NAGCIV4B,FALSE,HOMESTATE,JR,212556,402255,704416,607885,2014
219,"National Institute of Technology, AgartalaNAGCIV4BFALSEOTHERSTATE","National Institute of Technology, Agartala",Civil Engineering,NAGCIV4B,FALSE,OTHERSTATE,JR,56951,184644,180674,83157,2014
220,"National Institute of Technology, AgartalaNAGCIV4BTRUEHOMESTATE","National Institute of Technology, Agartala",Civil Engineering,NAGCIV4B,TRUE,HOMESTATE,JR,681185,,,,2014
221,"National Institute of Technology, AgartalaNAGCIV4BTRUEOTHERSTATE","National Institute of Technology, Agartala",Civil Engineering,NAGCIV4B,TRUE,OTHERSTATE,JR,303579,63653,113206,15536,2014
222,"National Institute of Technology, AgartalaNAGCSE4BFALSEHOMESTATE","National Institute of Technology, Agartala",Computer Science & Engineering,NAGCSE4B,FALSE,HOMESTATE,JR,252288,514775,851011,16188,2014
223,"National Institute of Technology, AgartalaNAGCSE4BFALSEOTHERSTATE","National Institute of Technology, Agartala",Computer Science & Engineering,NAGCSE4B,FALSE,OTHERSTATE,JR,39329,176376,266487,63220,2014
224,"National Institute of Technology, AgartalaNAGCSE4BTRUEOTHERSTATE","National Institute of Technology, Agartala",Computer Science & Engineering,NAGCSE4B,TRUE,OTHERSTATE,JR,289264,128291,172550,36773,2014
225,"National Institute of Technology, AgartalaNAGELE4BFALSEHOMESTATE","National Institute of Technology, Agartala",Electrical Engineering,NAGELE4B,FALSE,HOMESTATE,JR,173138,407483,801567,115887,2014
226,"National Institute of Technology, AgartalaNAGELE4BFALSEOTHERSTATE","National Institute of Technology, Agartala",Electrical Engineering,NAGELE4B,FALSE,OTHERSTATE,JR,48634,160351,190762,80488,2014
227,"National Institute of Technology, AgartalaNAGECE4BFALSEHOMESTATE","National Institute of Technology, Agartala",Electronics & Communication Engineering,NAGECE4B,FALSE,HOMESTATE,JR,188484,470577,800545,204997,2014
228,"National Institute of Technology, AgartalaNAGECE4BFALSEOTHERSTATE","National Institute of Technology, Agartala",Electronics & Communication Engineering,NAGECE4B,FALSE,OTHERSTATE,JR,44459,166496,175459,77750,2014
229,"National Institute of Technology, AgartalaNAGEIN4BFALSEHOMESTATE","National Institute of Technology, Agartala",Electronics & Instrumentation Engg,NAGEIN4B,FALSE,HOMESTATE,JR,253604,499807,142570,29041,2014
230,"National Institute of Technology, AgartalaNAGEIN4BFALSEOTHERSTATE","National Institute of Technology, Agartala",Electronics & Instrumentation Engg,NAGEIN4B,FALSE,OTHERSTATE,JR,56079,219086,276121,84288,2014
231,"National Institute of Technology, AgartalaNAGEIN4BTRUEOTHERSTATE","National Institute of Technology, Agartala",Electronics & Instrumentation Engg,NAGEIN4B,TRUE,OTHERSTATE,JR,545408,97076,129537,27531,2014
232,"National Institute of Technology, AgartalaNAGEPD5MFALSEHOMESTATE","National Institute of Technology, Agartala",Engineering Physics 5 yrs Dual Degree,NAGEPD5M,FALSE,HOMESTATE,State,281477,829799,,,2014
233,"National Institute of Technology, AgartalaNAGEPD5MFALSEOTHERSTATE","National Institute of Technology, Agartala",Engineering Physics 5 yrs Dual Degree,NAGEPD5M,FALSE,OTHERSTATE,RJ,56286,232927,310766,67778,2014
234,"National Institute of Technology, AgartalaNAGMEC4BFALSEHOMESTATE","National Institute of Technology, Agartala",Mechanical Engineering,NAGMEC4B,FALSE,HOMESTATE,HR,110400,408137,851607,,2014
235,"National Institute of Technology, AgartalaNAGMEC4BFALSEOTHERSTATE","National Institute of Technology, Agartala",Mechanical Engineering,NAGMEC4B,FALSE,OTHERSTATE,HR,32424,147492,150520,51160,2014
236,"National Institute of Technology, AgartalaNAGPRO4BFALSEHOMESTATE","National Institute of Technology, Agartala",Production Engineering,NAGPRO4B,FALSE,HOMESTATE,HR,296689,704919,126689,26358,2014
237,"National Institute of Technology, AgartalaNAGPRO4BFALSEOTHERSTATE","National Institute of Technology, Agartala",Production Engineering,NAGPRO4B,FALSE,OTHERSTATE,HR,86139,218145,317217,110665,2014
238,"National Institute of Technology, AgartalaNAGPRO4BTRUEOTHERSTATE","National Institute of Technology, Agartala",Production Engineering,NAGPRO4B,TRUE,OTHERSTATE,HR,533179,166426,268142,70317,2014
239,"Motilal Nehru National Institute of Technology, AllahabadNALBOT4BFALSEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Bio Technology,NALBOT4B,FALSE,HOMESTATE,State,21684,93893,346836,34406,2014
240,"Motilal Nehru National Institute of Technology, AllahabadNALBOT4BFALSEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Bio Technology,NALBOT4B,FALSE,OTHERSTATE,HR,27354,153881,209515,51870,2014
241,"Motilal Nehru National Institute of Technology, AllahabadNALCHE4BFALSEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Chemical Engineering \ Technology,NALCHE4B,FALSE,HOMESTATE,HR,11912,53130,219644,19290,2014
242,"Motilal Nehru National Institute of Technology, AllahabadNALCHE4BFALSEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Chemical Engineering \ Technology,NALCHE4B,FALSE,OTHERSTATE,HR,15660,104188,97811,23486,2014
243,"Motilal Nehru National Institute of Technology, AllahabadNALCHE4BTRUEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Chemical Engineering \ Technology,NALCHE4B,TRUE,OTHERSTATE,HR,398569,91569,117103,24673,2014
244,"Motilal Nehru National Institute of Technology, AllahabadNALCIV4BFALSEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Civil Engineering,NALCIV4B,FALSE,HOMESTATE,MG,9764,42621,192865,17037,2014
245,"Motilal Nehru National Institute of Technology, AllahabadNALCIV4BFALSEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Civil Engineering,NALCIV4B,FALSE,OTHERSTATE,State,10452,58503,58888,16027,2014
246,"Motilal Nehru National Institute of Technology, AllahabadNALCIV4BTRUEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Civil Engineering,NALCIV4B,TRUE,HOMESTATE,MG,173592,730723,246145,61444,2014
247,"Motilal Nehru National Institute of Technology, AllahabadNALCIV4BTRUEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Civil Engineering,NALCIV4B,TRUE,OTHERSTATE,HR,20395,116139,172705,163817,2014
248,"Motilal Nehru National Institute of Technology, AllahabadNALCSE4BFALSEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Computer Science & Engineering,NALCSE4B,FALSE,HOMESTATE,MN,4922,37801,126158,12294,2014
249,"Motilal Nehru National Institute of Technology, AllahabadNALCSE4BFALSEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Computer Science & Engineering,NALCSE4B,FALSE,OTHERSTATE,MN,3910,54644,89873,10390,2014
250,"Motilal Nehru National Institute of Technology, AllahabadNALCSE4BTRUEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Computer Science & Engineering,NALCSE4B,TRUE,HOMESTATE,MG,28699,621400,,114455,2014
251,"Motilal Nehru National Institute of Technology, AllahabadNALCSE4BTRUEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Computer Science & Engineering,NALCSE4B,TRUE,OTHERSTATE,MG,122433,65431,104489,169663,2014
252,"Motilal Nehru National Institute of Technology, AllahabadNALELE4BFALSEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Electrical Engineering,NALELE4B,FALSE,HOMESTATE,MN,8022,43262,177167,14501,2014
253,"Motilal Nehru National Institute of Technology, AllahabadNALELE4BFALSEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Electrical Engineering,NALELE4B,FALSE,OTHERSTATE,MN,6843,48109,78544,12876,2014
254,"Motilal Nehru National Institute of Technology, AllahabadNALELE4BTRUEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Electrical Engineering,NALELE4B,TRUE,HOMESTATE,MN,202149,662898,,260958,2014
255,"Motilal Nehru National Institute of Technology, AllahabadNALELE4BTRUEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Electrical Engineering,NALELE4B,TRUE,OTHERSTATE,MN,30422,176840,246611,99446,2014
256,"Motilal Nehru National Institute of Technology, AllahabadNALECE4BFALSEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Electronics & Communication Engineering,NALECE4B,FALSE,HOMESTATE,MZ,7214,51799,180631,15784,2014
257,"Motilal Nehru National Institute of Technology, AllahabadNALECE4BFALSEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Electronics & Communication Engineering,NALECE4B,FALSE,OTHERSTATE,MZ,5884,59541,93785,12917,2014
258,"Motilal Nehru National Institute of Technology, AllahabadNALECE4BTRUEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Electronics & Communication Engineering,NALECE4B,TRUE,HOMESTATE,RJ,29156,,,231214,2014
259,"Motilal Nehru National Institute of Technology, AllahabadNALECE4BTRUEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Electronics & Communication Engineering,NALECE4B,TRUE,OTHERSTATE,MN,128221,139521,206943,38681,2014
260,"Motilal Nehru National Institute of Technology, AllahabadNALITY4BFALSEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Information Technology,NALITY4B,FALSE,HOMESTATE,MH,10239,68541,245048,23952,2014
261,"Motilal Nehru National Institute of Technology, AllahabadNALITY4BFALSEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Information Technology,NALITY4B,FALSE,OTHERSTATE,MH,9452,94560,140982,21959,2014
262,"Motilal Nehru National Institute of Technology, AllahabadNALITY4BTRUEOTHERSTATE","Motilal Nehru National Institute of Technology, Allahabad",Information Technology,NALITY4B,TRUE,OTHERSTATE,MZ,173746,,,722377,2014
263,"Motilal Nehru National Institute of Technology, AllahabadNALITY4BTRUEHOMESTATE","Motilal Nehru National Institute of Technology, Allahabad",Information Technology,NALITY4B,TRUE,HOMESTATE,MZ,4864,48579,50156,376246,2014
